,ID,Status,Created At,Text,Polarity,Polarity Strength
4,1291067288859238400,tweet,2020-08-05 17:43:23,@MyIndusIndBank I have some queries in regards to my indusind Bank credit card. I found some irrelevant/false charges levied on it. Need your urgent intervention.,0,0.0
3,1291032404568678400,tweet,2020-08-05 15:24:46,"@ipo_mantra Sir but with FPO now yes bank market cap is much higher than Other well operating bank like RBL, IDFC first bank, federal bank. Current marker cap equivalent to Indusind. How you rate?",1,0.09375
2,1291027959864651779,tweet,2020-08-05 15:07:06,@MyIndusIndBank Senior management of Indusind bank no more bothered of customer complaints rather than resolving they are trying to prove that customers are wrong and there bankers are hygienic. @9999001247,-1,-0.375
1,1291023207533645824,tweet,2020-08-05 14:48:13,"Indusind bank Trade setup. possible 9 percent current Downside and 12 percent current upside.   Stock has strong support at 440-460, With P/C  28.25, in that range.  Possible moves #nse #bse #trading #INDUSINDBK https://t.co/s0GAZ1YNwZ",1,0.08666666666666666
0,1291022900158435330,tweet,2020-08-05 14:47:00,IndusInd Bank – Open Online Zero Balance Savings Account https://t.co/SVEMLWbunZ,0,0.0
5,1290998934903513090,retweet,2020-08-05 13:11:46,#Swiggy - Flat 99% Discount Upto Rs.200 For #IndusInd bank users at #Faasos  Code : INDUSGIFT  Min order : 129₹  RT and Spread 👍,-1,-0.025
6,1290991935314735110,tweet,2020-08-05 12:43:57,"#Swiggy Looto Offer, For IndusInd Bank Users  Use code - INDUSGIFT &amp; get flat 99% Discount upto 200  Coupon currently valid only on FASOOS Restaurant",-1,-0.008333333333333333
7,1290990086608179200,tweet,2020-08-05 12:36:36,#Swiggy - Flat 99% Discount Upto Rs.200 For #IndusInd bank users at #Faasos  Code : INDUSGIFT  Min order : 129₹  RT and Spread 👍,-1,-0.025
8,1290989845079367682,tweet,2020-08-05 12:35:39,Swiggy Loot Offer For IndusInd Bank Users!  Use code - INDUSGIFT &amp; get flat 99% Discount upto Rs. 200  Coupon currently valid only on FASOOS Restaurant,-1,-0.008333333333333333
9,1290988172739055617,tweet,2020-08-05 12:29:00,"@AnilKum35870395 to place your request at Indusind Bank branch from where the policy had been purchased. If the request is not accepted at branch, request you to please provide us the details of the Bank branch where request not accepted along with below documents.  •        Scan copy (2/3)",0,0.0
10,1290983629724606465,retweet,2020-08-05 12:10:57,"Swiggy loot Offer For IndusInd bank users,  Use code - INDUSGIFT &amp; get flat 99% discount upto 200/-  Coupon currently valid only on FASOOS Restaurant  Buy Here :  https://t.co/f3I8oIbpz8  May be user specific https://t.co/FLyG2uCDu1",-1,-0.00625
11,1290983135023263744,tweet,2020-08-05 12:08:59,"Swiggy loot Offer For IndusInd bank users,  Use code - INDUSGIFT &amp; get flat 99% discount upto 200/-  Coupon currently valid only on FASOOS Restaurant  Buy Here :  https://t.co/f3I8oIbpz8  May be user specific https://t.co/FLyG2uCDu1",-1,-0.00625
12,1290982397631180801,tweet,2020-08-05 12:06:03,Trending stocks: IndusInd Bank shares  rise over 2% https://t.co/ad585GDucu   #WallStreet #StockMarket #Business #Economy,0,0.0
13,1290981301940441088,tweet,2020-08-05 12:01:42,"Swiggy loot Offer  For IndusInd bank users,  Use code - INDUSGIFT &amp; get flat 99% discount upto 200/-  Coupon currently valid only on FASOOS Restaurant",-1,-0.008333333333333333
14,1290981057781616644,tweet,2020-08-05 12:00:44,"Swiggy offer  For IndusInd bank users,  Use code - INDUSGIFT &amp; get flat 99% discount upto ₹200  Coupon currently valid only on FASOOS Restaurant",-1,-0.008333333333333333
15,1290978896821665792,retweet,2020-08-05 11:52:08,US-based DFC backs IndusInd Bank's loan to Aviom India Housing Finance #Finance https://t.co/4IL5RTEuxk,0,0.0
16,1290961015291535360,tweet,2020-08-05 10:41:05,@MyIndusIndBank Very worst service by indusind bank i'm using your bank credit card and done payment on time but your bank will blocked my card without  giving any spacifice  reason.,-1,-1.0
17,1290956302949257216,tweet,2020-08-05 10:22:22,US-based DFC backs IndusInd Bank's loan to Aviom India Housing Finance https://t.co/eUPPZeJjl5 https://t.co/pXhcAAEI3L,0,0.0
18,1290955306839621632,tweet,2020-08-05 10:18:24,"@MyIndusIndBank , Do you have a bank account named ""INDUSIND BANK LTD FOR TT"" for accepting INR credit from customers who want to avail transaction service? Please check and confirm the account no.",0,0.0
19,1290950042480783360,tweet,2020-08-05 09:57:29,US-based DFC backs IndusInd Bank's loan to Aviom India Housing Finance https://t.co/bfKt5FYMGA https://t.co/MkLctHFRXV,0,0.0
20,1290946910329565185,tweet,2020-08-05 09:45:02,"Dear Customer, please ignore the IndusInd Bank Credit Card Statement SMS Alert as it was inadvertently sent to you. We regret the inconvenience caused. @MyIndusIndBank Who's the idiot now? Of course, it is me the customer.",-1,-0.8
